,username,adschool,result,degree,major,TF,GRE,grad_major,grad_school,grad_gpa,grad_rank,background,year,ap_time,country
189,Saiki,WPI,Rej,MS,MIS,,,, ,  , 本科非211,,15Fall,2015-01-21,美国
190,Wilford,UCB,Rej,MS,MIS,106,159+170+4,Microelectronics , PKU,  3.24你懂的, 本科：北大，清华，科大，中科院，特色学校牛专业,水paper+水实习,15Fall,2015-01-05,美国
191,jimmyhbx,University of Pittsburgh,Offer,PhD,MIS,,,, ,  ,,,15Fall,忘了。。,美国
192,JunoJ,雪城,AD无奖,MS,MIS,94,320,CS , ,  3.0/4 37%, 本科其他211,,15Fall,2014-11-23,美国
193,qingzi1993,NEU,AD无奖,MS,MIS,100,320+3.0,信息管理与信息系统 , ,  , 本科Top30 211,,15Fall,2015-01-10,美国
194,qingzi1993,UFL,AD无奖,MS,MIS,,,信息管理与信息系统 , ,  , 本科Top30 211,,15Fall,2014-12-31,美国
195,吱吱,UFL,AD无奖,MS,MIS,94（22）,141+165+3,MIS , 中澳合办学院（双学位）,  3.66（4/201）, 本科非211,,15Fall,2014-12-31,美国
196,努把力就申完了,IIT,AD无奖,MS,MIS,93(20),320+2,, ,  , 本科其他211,,15Fall,2015-01-16,美国
197,gretchency,UNC,Rej,MS,MIS,,,CIS , UPITT,  3.92, 海本,,15Fall,2014-12-15,美国
198,morningsu,MIS@Maryland Smith Business School-College Park,AD无奖,MS,MIS,105(22),326(159+167+3.5),通信工程 , ,  83.2/100, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-01-10,美国
199,whoyo123,MIM@UMD,AD无奖,MS,MIS,,,, ,  ,,,15Fall,2015-01-08,美国
200,reasonapp,NEU,AD无奖,MS,MIS,,,, ,  3.25, 本科非211,,15Fall,2014-11-19,美国
201,whoyo123,MIS@NEU,AD无奖,MS,MIS,,,, ,  ,,,15Fall,2015-01-08,美国
202,allenliu,ISOM@UFL,AD无奖,MS,MIS,101(S23),150+167+3,YUANPEI , PKU,  3.3, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-30,美国
203,lonely-melon,MSIS@NEU,AD无奖,MS,MIS,,,工商管理 , ,  , 本科非211,,15Fall,2015-01-08,美国
204,Jack_S,MIM@Syracuse U,AD无奖,MS,MIS,,,, ,  ,,,15Fall,2015-01-27,美国
205,ycagwyw,NEU,AD无奖,MS,MIS,,,, ,  ,,,15Fall,2014-11-21,美国
206,LJYee,NEU,AD无奖,MS,MIS,100,315,MIS , ,"  3.66/4, 4/201", 本科非211,,15Fall,2015-01-14,美国
207,yyyang,Rutgers,AD无奖,MS,MIS,94,317,info security , ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-01-08,美国
208,mrlinkin99,Queen's University,Offer,混合,MIS,,,Information & Process Management , Indiana University Bloomington,  3.8, 海本,,15Fall,2015-01-15,加拿大
209,zhengdawei911,Rutgers,WaitingList,PhD,MIS,103,157+170+3.5,Information Engineering , ,  3.55, 本科Top30 211,,15Fall,2014-12-21,美国
210,haiweiosu,University of Pittsburgh,Offer,MS,MIS,105 Speaking 24,322+3.0,Math , Ohio State University,  , 海本,,15Fall,2015-01-14,美国
211,Venchyy-go-US,LIS@WHU,AD无奖,MS,MIS,90（25+21+22+22）,307（149+158）,LIS , 武大,  3.69/4.0, 本科Top15 211,无牛推。百度数据分析员实习，2个科研项目,15Fall,2015-01-12,美国
212,espange,ITM@UTD,AD无奖,MS,MIS,IELTS 7,GMAT 620 (捂脸狂奔 估计没有比我还低的了),会计 , ,  3.49, 本科非211,,15Fall,2015-01-10,美国
213,vordin,UNC,AD无奖,MS,MIS,,,, ,  ,,,15Fall,2015-01-15,美国
214,BooOnnies,UNC,AD无奖,MS,MIS,,,Ebiz , WHU,  WES 3.96/4.00 1/32, 本科Top15 211,,15Fall,2014-12-03,美国
215,shuier616,Pitt,AD无奖,MS,MIS,90,315+3.0,MIS , ,  86,,,15Fall,2015-01-12,美国
216,yao141120,UNC-CH,Rej,MS,MIS,,,EE , ,  , 本科Top15 211,,15Fall,2014-12-26,美国
217,奈何默默,RU,AD无奖,MS,MIS,,,, ,  ,,,15Fall,十二月底吧大概,美国
218,yucheyang2,University of Pittsburgh,AD无奖,MS,MIS,28+26+23+27=104,152+170+4.0,Information Engineering , City University of Hong Kong,"  3.96/4.3, Top 3 amont 83", 海本,,15Fall,2015-01-11,美国
219,多多多多多,PITTSBURGH,AD无奖,MS,MIS,28+30+20+23=101,150+167=317+3,信息工程 , BUPT,  3.0(WES), 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-30,美国
220,l328,UC Berkeley,Rej,MS,MIS,,160+168+5,EE/Econ , ,  3.58/4, 海本,有一UCB PHD毕业的教授推荐，但教授本身不是学IS的。只是在他手下做了关于IS的事情。。,15Fall,2015-01-03,美国
221,elsa,RPI,AD无奖,MS,MIS,110,700+6,金融 , ,  , 本科Top15 211,没牛腿,15Fall,2014-12-13,美国
222,xystudioo,IS@Pitt,AD无奖,MS,MIS,100 (22),146 170 3,MIS / Exchange , BJUT / UB - SUNY,  3.72 / 3.89,,nope,15Fall,2015-01-01,美国
223,vordin,WUSTL,AD无奖,MS,MIS,,,数学 , 电子科技大学,  , 本科Top15 211,,15Fall,2014-12-24,美国
224,mm1017,UNC-Chapel Hill,AD无奖,MS,MIS,112（S 28）,325,信息管理与信息系统 & 经济 , ,  3.5, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-11,美国
225,Lorreina,MSIS@UNC,AD无奖,MS,MIS,"110(R29, L29, S26, S26)","324(V154, Q170) AW 3.5",信息管理与信息系统 , ,"  GPA 90.3/100, WES 3.85, rank 1/23", 本科Top15 211,,15Fall,2014-12-09,美国
226,奈何默默,unc,AD无奖,MS,MIS,,,, ,  ,,,15Fall,2014-11-28,美国
227,Paulnet,MIIS@CMU,Rej,MS,MIS,103 s22,325+3,Multimedia & Network , SCNU,  89.2/100 top1, 本科其他211,,15Fall,2014-12-15,美国
228,HybridSuns,Stevens Institute of Technology,AD无奖,MS,MIS,,,计算机科学与技术 , 河南大学,  2.8, 本科非211,,15Fall,2015-01-22,美国
229,hurricane_e,Syracuse,AD无奖,MS,MIS,,,, ,  , 本科其他211,,15Fall,2015-01-22,美国
230,多多多多多,Syracuse,AD无奖,MS,MIS,28+30+20+23=101,150+167=317+3,信息工程 , BUPT,  3.2, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-31,美国
231,flamencoer23,MSTM@UIUC,AD无奖,MS,MIS,,,, ,  , 本科其他211,,15Fall,2015-01-05,美国
232,mgllyyk,UIUC,AD无奖,MS,MIS,,,, ,  , 本科Top30 211,,15Fall,2014-12-24,美国
233,elsa,UTD,AD无奖,MS,MIS,110,700+6,金融 , ,  , 本科Top15 211,,15Fall,2014-12-16,美国
234,whoyo123,MSIS@Upitts,AD无奖,MS,MIS,103(23),167+161+3,MIS , HIT,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-01-06,美国
235,2239168,TAMU,Rej,MS,MIS,waived.  2008年考过94分,155+163+3.5,MIS/CS , ,  Overall 3.7/major mis,3.8 cs,,15Fall,2014-12-06,美国
236,Yuanby,TAMU,Rej,MS,MIS,,,MIS , TJU,  , 本科Top30 211,,15Fall,2015-01-27,美国
237,Jack_S,MIS@TAMU,Rej,MS,MIS,100=28+29+19+24,317=149+168   AW:3.0,MIS , hubu,  3.61/4.0 (WES), 本科非211,,15Fall,2015-01-18,美国
238,ternencel,GWU,AD无奖,MS,MIS,,,, ,  ,,,15Fall,2015-01-21,美国
239,ivan93,Rutgers,Rej,MS,MIS,,,, ,  , 本科非211,,15Fall,2014-12-20,美国
240,justkz,SIT,AD小奖,MS,MIS,"雅思7（L 7,R 7.5,S 6.5,W 6）","GMAT 710 (V35+Q50，AW 5.0, IR 7.0)",双学位 国内电子商务 法国 管理学 , ,  2.0/4.0, 本科其他211,无牛推，水实习,15Fall,2015-01-29,美国
241,hurricane_e,GWU,AD无奖,MS,MIS,,,, ,  ,,,15Fall,2014-12-14,美国
242,lyle,GWU,AD无奖,MS,MIS,,,, ,  , 本科Top15 211,,15Fall,2014-12-26,美国
243,iPhD,UMD,AD无奖,MS,MIS,107(30+25+23+29),550+800+3.5,Chem , NJU,  4.55/5.0 Rank, 1/27,,15Fall,12.15,美国
244,LJYee,Syracuse,AD无奖,MS,MIS,100,315,MIS , ,"  3.66/4, 4/201", 本科非211,,15Fall,2015-01-04,美国
245,kira_HC,TAMU,AD无奖,MS,MIS,103,720,金工 , cufe,  3.5, 本科其他211,,15Fall,2014-11-28,美国
246,Clarence_Zh,TAMU,AD无奖,MS,MIS,104(22),GMAT 720 5.5,信息管理与信息系统 , 东南大学,  3.79/4,,,15Fall,2014-11-25,美国
247,lyle,ebiz@CMU,AD无奖,MS,MIS,101(22),1260(3),, ,  , 本科Top15 211,,15Fall,2014-12-08,美国
248,norafang,ebiz@cmu,AD无奖,MS,MIS,103（23）,319+3.5,信管 , BUPT,  87（3/41）, 本科Top30 211,无,15Fall,2014-11-23,美国
249,messyji,eBiz@CMU,AD无奖,MS,MIS,101(18),149+170+3=319+3,CS , 北京理工大学,  87.3, 本科Top30 211,,15Fall,2014-12-02,美国
250,wongwill325,cmu,AD无奖,MS,MIS,100(23),154 165 3,IEOR , ,  3.48, 本科：南大，浙大，复旦，上交,4个相关实习，非牛实习。无牛推,15Fall,2014-12-07,美国
251,多多多多多,WPI,AD无奖,MS,MIS,28+30+20+23=101,150+167=317+3,Information Engineering , BUPT,  3.2/4, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-30,美国
252,kira_HC,MIS@Upitts,AD无奖,MS,MIS,103,720,金工 , cufe,  3.5, 本科其他211,已工作,15Fall,2014-11-25,美国
253,gretchency,RPI,Rej,MS,MIS,waive,311+3,CIS , Pitt,  3.92, 海本,,15Fall,2014-12-23,美国
254,JunoJ,Ebiz@CMU,Rej,MS,MIS,94,320,CS , ,  3.0, 本科其他211,,15Fall,2014-12-08,美国
255,penenda,CMU,Rej,MS,MIS,,,网络工程 , BUPT,  , 本科其他211,1百度，2教授,15Fall,2014-12-01,美国
256,snooze,ebiz@CMU,Rej,MS,MIS,108(s24),150+170+3,cs , seu,  87/100, 本科Top30 211,,15Fall,2014-12-07,美国
257,tcstar,CMU,Rej,MS,MIS,108(23),158+168+3,, ,  3.5, 本科Top15 211,,15Fall,2014-12-08,美国
258,tq5124,eBiz@CMU,Rej,MS,MIS,103,151+165+3.0,infoSec , sjtu,  83/100, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-04,美国
259,lonely-melon,ebiz@cmu,Rej,MS,MIS,103(22),153+170+3.5,工商管理 , ,  3.53(WES), 本科非211,12年毕业，在职申请，接近3年码农经验,15Fall,2014-12-06,美国
260,karanbb,ebiz@CMU,Rej,MS,MIS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-08,美国
261,lzlindy,cmu,AD无奖,MS,MIS,,,, bupt,  , 本科Top30 211,,15Fall,2014-12-08,美国
262,jacie,ebiz@CMU,AD无奖,MS,MIS,104(22),161+170+3.5,管理科学+统计双学位 , XMU,  3.81(wes), 本科Top30 211,,15Fall,2014-11-26,美国
263,gretchency,CMU,AD无奖,MS,MIS,waive,311,CIS , PITT,  3.92, 海本,,15Fall,2014-12-06,美国
264,whdawn,CMU,AD无奖,MS,MIS,100,321+3,EE , CQU,  89/100, 本科Top30 211,,15Fall,2014-11-28,美国
265,baibai88,CMU,AD无奖,MS,MIS,29+28+27+29 = 113,159+167 = 326,电子工程 , 南洋理工大学,  4.89/5.00, 海本,N.A.,15Fall,2014-12-08,美国
266,zj45499,Syracuse,AD无奖,MS,MIS,112,334,, ,  3.4, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-01-06,美国
267,amber0311,Syracuse University,AD无奖,MS,MIS,105=30+25+22+28,322+3.5=154+168+3.5,信息工程 , BIT,  3.16/4, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-22,美国
268,amber0311,WUSTL,AD无奖,MS,MIS,105=30+25+22+28,322+3.5,信息工程 , BIT,  3.16/4, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-22,美国
269,haishili0105,HCI@RPI,Rej,MS,MIS,,314+3.0,, ,  3.48, 海本,,15Fall,2014-12-31,美国
270,littlerr,Syrause,AD无奖,MS,MIS,95,323,工程管理 , bupt,  wes 3.8, 本科Top30 211,,15Fall,2014-12-24,美国
271,几碗米饭,Pitts,AD无奖,MS,MIS,IELTS 7.0,150+166+3.0,EE , ,  3.37/WES, 本科Top15 211,相关的实习经历，两段实验室经历,15Fall,2014-12-13,美国
272,Lorreina,Upitts,AD无奖,MS,MIS,"110(R29, L29, S26, S26)","324(V154, Q170) AW 3.5",信息管理与信息系统 , ,"  90.3/100, WES 3.85, rank 1/23", 本科Top15 211,,15Fall,2014-12-04,美国
273,yyyang,SIT,AD无奖,MS,MIS,94,317,INFO SECURITY , ,  3.0, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-01-08,美国
274,云绾Yuqing,MIS@SIT,AD无奖,MS,MIS,24+24+23+23,314+3.5,MIS , ,  5%,,,15Fall,2015-01-12,美国
275,多多多多多,SIT,AD无奖,MS,MIS,28+30+20+23=101,150+167=317+3,Information Engineering , BUPT,  3.2/4, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-31,美国
276,JunoJ,U Pitts,AD无奖,MS,MIS,94（20）,320,CS , ,  3.0, 本科其他211,2个水实习,15Fall,11-23,美国
277,liyanhui1228,University of Pittsburgh,AD无奖,MS,MIS,"R29,L28,S23,W25   TOTAL:105","V154, Q169, AW 3.5",信息管理与信息系统 , 中山大学,  3.9/4.0, 本科Top15 211,网易战略研究中心实习，国家自然科学基金会科研项目，《情报杂志》论文一篇,15Fall,2014-12-02,美国
278,mouwu.lin,Upittz&&Syracuse,AD无奖,MS,MIS,26+27+22+25,155+168+3.0,CS , BUAA,  3.48, 本科：北大，清华，科大，中科院，特色学校牛专业,有个SAP半年实习，小牛推一个,15Fall,2014-12-10,美国
279,wave4721,Upitts,AD无奖,MS,MIS,100,320,IMIS , ZJU,  3.92/4, 本科：南大，浙大，复旦，上交,,15Fall,2014-11-22,美国
280,llx,RPI,Rej,MS,MIS,94,316+3.5,电子商务 , 北京邮电大学,  83.3/100, 本科其他211,软件开发实习一个,15Fall,2014-12-18,美国
281,riskjunk,BUPT,AD无奖,MS,MIS,102（22）,324（155+169+3.5),电子商务与法律 , BUPT,  84/100, 本科其他211,none..,15Fall,2014-11-15,美国
282,dmmzmm,university of pittusburgh,AD无奖,MS,MIS,101,,经济 , ,  3.3, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
283,LJYee,UPitts,AD无奖,MS,MIS,,,MIS , ,  3.66/4; 4/201, 本科非211,,15Fall,2014-12-15,美国
284,sunnysilvia,TAMU,AD无奖,MS,MIS,IELTS 7.0,GMAT 710,信管 , 北理,  GPA3.71(WES), 本科Top30 211,国内知名教授,15Fall,2014-11-30,美国
285,suosssss,TAMU,AD无奖,MS,MIS,,,, ,  ,,,15Fall,2014-11-11,美国
286,amber0311,TAMU,WaitingList,MS,MIS,,,, ,  , 本科Top15 211,,15Fall,2014-11-28,美国
287,liqingfd,TAMU,WaitingList,MS,MIS,108(23),157+168+3,EE , ,  3.40/WES, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-26,美国
288,lyle,Syracuse University,AD无奖,MS,MIS,101(22),1260+3,EE , JLU,  3.60/4.00 wes, 本科Top15 211,,15Fall,2014-12-18,美国
289,dmmzmm,Syracuse University,AD无奖,MS,MIS,101,,经济 , Top2,  3.3, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
290,lzlindy,upitts,AD无奖,MS,MIS,97..,710 (IR8 AW5.5) gmat,electronic commerce , bupt,  WES 3.42 (7/38), 本科Top30 211,无,15Fall,2014-12-09,美国
291,gretchency,Stevens Institute Of Technology,AD无奖,MS,MIS,99,311,CIS , PITT,  3.92, 海本,IBM云计算两个月,15Fall,2015-01-09,美国
292,奈何默默,MIS@TAMU,Rej,MS,MIS,,,, ,  ,,,15Fall,2014-11-27,美国
293,elsa,WPI,AD无奖,MS,MIS,110（R29 L26 S26 W29）,700 (AW6 IR6),金融 , ,  3.7, 本科Top30 211,无牛推,15Fall,2014-12-10,美国
294,elsa,UPittsburgh,AD无奖,MS,MIS,110 (R29 S26 L26 W29),700 (AW6 IR6),金融 , ,  3.7, 本科Top30 211,没牛推，两个金融本科老师，一个计算机老师,15Fall,2014-12-06,美国
295,Kinatahsama,IUB,Offer,MS,MIS,,,信息管理与信息系统 , 中国人民大学,  3.52/4, 本科Top15 211,,15Fall,2014-12-19,美国
296,victorsterling,Pittsburg,Offer,MS,MIS,,,应用物理 , ,  , 本科Top15 211,,15Fall,2014-12-10,美国
297,Gvnfy,Upitts,AD无奖,MS,MIS,105（29+24+26+26）,155+169+3.0,information management , ,  3.49, 本科：南大，浙大，复旦，上交,一个数据库水实习；一年信息计量研究,15Fall,2014-12-14,美国
298,wave4721,TAMU,Rej,MS,MIS,100(s22),320(3),信息管理与信息系统 , 浙江大学,  3.92/4 rank 2, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-01,美国
299,norafang,TAMU,Rej,MS,MIS,103,319,信管 , BUPT,  87/100（3/41）, 本科Top30 211,,15Fall,2014-11-17,美国
300,lyle,TAMU,Rej,MS,MIS,101（22）,317（3）,电子 , 吉大,  3.6，6/94, 本科Top15 211,,15Fall,11.29,美国
301,奈何默默,TAMU,WaitingList,MS,MIS,105,321+3,CS , 上海大学,  3.14/4 20%, 本科其他211,,15Fall,2014-11-27,美国
302,suosssss,TAMU,WaitingList,MS,MIS,93,GMAT 720,, ,  , 本科非211,,15Fall,2014-11-11,美国
303,lzlindy,MIS@TAMU,Rej,MS,MIS,waive,650（确实很拿不出手...,电子商务 , ,  3.42（WES）, 本科Top15 211,,15Fall,2014-11-30,美国
304,gretchency,TAMU,Rej,MS,MIS,waive,311(渣渣。。。）,CIS , Pitt,  3.93, 海本,,15Fall,2014-11-30,美国
305,yeehon,University of Maryland,AD无奖,MS,MIS,109,334,信息管理与信息系统 , ,  3.7/4.0, 本科：南大，浙大，复旦，上交,,15Fall,2014-11-15,美国
306,gouber,MSIT@CMUA,AD小奖,MS,MIS,25+19+22+21（87）,141+170+3,光电子 , 天津大学,  3.18/4, 本科Top15 211,,15Fall,2014-11-10,澳洲
307,jessiehahahaha,university of pittsburg,AD无奖,MS,MIS,101（23）,319+3,档案学 , ,  81.3/100, 本科非211,,15Fall,2014-11-18,美国
308,norafang,MSIS@University of Pittsburgh,AD无奖,MS,MIS,103（S23）,319+3.5,信管 , BUPT,  87/100（rank,3/41),无,15Fall,2014-11-12,美国
309,JunoJ,SIT,AD无奖,MS,MIS,94,320,CS , ,  , 本科其他211,学酥一只,15Fall,2014-11-10,美国
310,q198800287,"rej CS@UMD,CE@UCSD,ee@stanford,cs@CMU, cs@madison; AD EE meng@cornell, CS@brown, CS@Rice (MCS)　CS@UCLA,CS@USC, CS@PURDUE　EE@UTAustin Software Engineering; Offer phd EE@boulder; rej phd ee@umich",Rej,MS,EE,ｗａｉｖｅ　雅思6.5,３２０－３２５,EE , 土本重读英本,  , 海本,One letter is said to be strong　美国交换经历,14Fall,2013-11-07,美国
311,swangel,Mechanics@Northwestern U,AD无奖,MS,ME,100,1560,工程力学 , ,  82.38/100, 本科其他211,会议论文一作，酱油两篇,12Fall,2011-12-15,美国
312,月涌大江流,U-Michigan,Rej,MS,EE,108（24）,550+790+3,, BUAA,  3.9/4（北航算法）, 本科Top30 211,SCI一作2篇（两篇申请的时候在审，一篇现在已录），国际会议一篇，内容都是关于图像处理的。,12Fall,2011-11,美国
313,vordin,WUSTL,AD无奖,MS,MIS,,,数学 , 电子科技大学,  , 本科Top15 211,,15Fall,2014-12-24,美国
314,rydgelee,CMU,AD无奖,MS,CS,103,320,CS , SHU,  88/100, 本科其他211,微软和创业公司水实习/Cornell交换经历/Cornell推荐信,15Fall,2014-12-07,美国
315,rydgelee,MIS@Upitts,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-31,美国
